CANDIDATE,TIPO,PAIS,URL,DECISION,WHY,EVIDENCE,SOURCE_ID,STATUS,O_QUE_FALTA
Assofertilizzanti — Federchimica — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/showcase/assofertilizzanti,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = UNKNOWN (31.1/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Assofertilizzanti | LinkedIn · ancora: titulo da pagina: Assofertilizzanti | LinkedIn,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Assosementi — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/assosementi,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (62.2/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Assosementi | LinkedIn · ancora: titulo da pagina: Assosementi | LinkedIn,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
CIA — Agricoltori Italiani — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/cia-agricoltori-italiani,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (54.4/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Cia-Agricoltori Italiani | LinkedIn · ancora: titulo da pagina: Cia-Agricoltori Italiani | Linke,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
CNR — Consiglio Nazionale delle Ricerche — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/283032,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (70/100). Falta o degrau que o atlas exige para virar ficha.","HTTP 200 · titulo: Accesso a LinkedIn, Accesso | LinkedIn · ancora: titulo da pagina: Accesso LinkedIn, accedi | Linke",,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; endereco proprio da fonte — o guardado e muro de login; o estavel e https://www.linkedin.com/company/283032; frequencia de actualizacao, nunca medida"
Certis Belchim Italia — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/certisbelchim-italia,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (57.8/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Certis Belchim IT | LinkedIn · ancora: titulo da pagina: Certis Belchim IT | LinkedIn,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Coldiretti — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/confederazione-nazionale-coldiretti,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (54.4/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Coldiretti | LinkedIn · ancora: titulo da pagina: Coldiretti | LinkedIn,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
FederUnacoma — Federazione Nazionale Costruttori Macchine per l'Agricoltura — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/federunacoma,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (48.9/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: FederUnacoma | LinkedIn · ancora: titulo da pagina: FederUnacoma | LinkedIn,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
FreshPlaza Italia — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/1602695,EM_ANALISE,"RECUSA ANTERIOR REVOGADA. Estava escrito «duplicata real de IT-QUAL-2026-09-14-0221», e a prova citada nao sustenta isso: o endereco guardado (https://www.linkedin.com/login) e o muro de login da plataforma, nao a fonte. O atlas proibe converter «nao consegui verificar» em recusa.",qualificacao 2026-09-14 REJECT · sonda diz VALIDATION_RESULT=PASS · FLAGS=nenhuma,,EM_ANALISE,"uma leitura que atravesse a plataforma, ou um exemplo real da propria fonte. Enderecos estaveis conhecidos: https://www.linkedin.com/company/1602695"
ISPRA — Istituto Superiore per la Protezione e la Ricerca Ambientale — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/ispra_2,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (67.8/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: ISPRA | LinkedIn · ancora: titulo da pagina: ISPRA | LinkedIn,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Italmopa — Associazione Industriali Mugnai d'Italia — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/italmopa,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (62.2/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Italmopa - Associazione Industriali Mugnai d’Italia | Linked · ancora: titulo da pagina: Italmopa - Associazione Industri,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Koppert Italia — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/24658052,EM_ANALISE,"RECUSA ANTERIOR REVOGADA. Estava escrito «duplicata real de IT-QUAL-2026-09-14-0221», e a prova citada nao sustenta isso: o endereco guardado (https://www.linkedin.com/login) e o muro de login da plataforma, nao a fonte. O atlas proibe converter «nao consegui verificar» em recusa.",qualificacao 2026-09-14 REJECT · sonda diz VALIDATION_RESULT=PASS · FLAGS=nenhuma,,EM_ANALISE,"uma leitura que atravesse a plataforma, ou um exemplo real da propria fonte. Enderecos estaveis conhecidos: https://www.linkedin.com/company/24658052"
Myfruit.it — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/698415/admin/feed/posts,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (42.2/100). Falta o degrau que o atlas exige para virar ficha.","HTTP 200 · titulo: Accesso LinkedIn, accedi | LinkedIn · ancora: titulo da pagina: Accesso LinkedIn, accedi | Linke",,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida; endereco por reconciliar (https://www.linkedin.com/company/698415/admin/feed/posts -> https://it.linkedin.com/company/698415)"
Olio Officina — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/olioofficina,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (44.4/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Olio Officina | LinkedIn · ancora: titulo da pagina: Olio Officina | LinkedIn,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Rete Rurale Nazionale — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/showcase/retenazionalepac,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (67.8/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Rete Nazionale PAC | LinkedIn · ancora: titulo da pagina: Rete Nazionale PAC | LinkedIn,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
SIA — Societa Italiana di Agronomia — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/societ,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (57.8/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Societ | LinkedIn · ancora: titulo da pagina: Societ | LinkedIn,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
SIMEI — Salone Internazionale Macchine per Enologia e Imbottigliamento — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/simeiexhibition,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (66.7/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: SIMEI | LinkedIn · ancora: titulo da pagina: SIMEI | LinkedIn,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
ARPA Piemonte — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/arpa-piemonte,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (67.8/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Arpa Piemonte | LinkedIn · ancora: titulo da pagina: Arpa Piemonte | LinkedIn,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Regione Piemonte — Agricoltura e cibo — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/regione-piemonte,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (67.8/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Regione Piemonte | LinkedIn · ancora: titulo da pagina: Regione Piemonte | LinkedIn,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
ARPAT Toscana — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/arpatoscana,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (67.8/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: ARPAT - Agenzia regionale per la  protezione ambientale dell · ancora: titulo da pagina: ARPAT - Agenzia regionale per la,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
WineNews — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/winenewsit,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (44.4/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: winenewsit | LinkedIn · ancora: titulo da pagina: winenewsit | LinkedIn,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
APPA Trento — Agenzia provinciale protezione ambiente — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/provincia-autonoma-di-trento,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (67.8/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Provincia Autonoma di Trento | LinkedIn · ancora: titulo da pagina: Provincia Autonoma di Trento | L,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Interpoma — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/interpoma,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (48.9/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Interpoma | LinkedIn · ancora: titulo da pagina: Interpoma | LinkedIn,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Libera Universita di Bolzano — Facolta di Scienze agrarie ambientali e alimentari — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/833389,EM_ANALISE,"RECUSA ANTERIOR REVOGADA. Estava escrito «duplicata real de IT-QUAL-2026-09-14-0221», e a prova citada nao sustenta isso: o endereco guardado (https://www.linkedin.com/login) e o muro de login da plataforma, nao a fonte. O atlas proibe converter «nao consegui verificar» em recusa.",qualificacao 2026-09-14 REJECT · sonda diz VALIDATION_RESULT=PASS · FLAGS=nenhuma,,EM_ANALISE,"uma leitura que atravesse a plataforma, ou um exemplo real da propria fonte. Enderecos estaveis conhecidos: https://www.linkedin.com/company/833389"
ARPA Valle d'Aosta — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/arpa-valle-d-aosta,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (67.8/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: ARPA Valle d&#39;Aosta | LinkedIn · ancora: titulo da pagina: ARPA Valle d&#39;Aosta | LinkedI,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Consorzio Tutela Vini Valpolicella — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/consorzio-per-la-tutela-dei-vini-della-valpolicella,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (52.2/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Consorzio Tutela Vini Valpolicella | LinkedIn · ancora: titulo da pagina: Consorzio Tutela Vini Valpolicel,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Consorzio di Bonifica Piave — Linkedin ufficiale,LINKEDIN,IT,https://www.linkedin.com/company/15179878/admin/dashboard,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (50/100). Falta o degrau que o atlas exige para virar ficha.","HTTP 200 · titulo: Accesso LinkedIn, accedi | LinkedIn · ancora: titulo da pagina: Accesso LinkedIn, accedi | Linke",,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida; endereco por reconciliar (https://www.linkedin.com/company/15179878/admin/dashboard -> https://it.linkedin.com/company/15179878)"
Consorzio Tutela Vini d'Abruzzo,ORGANIZACAO,IT,https://www.vinidabruzzo.it/,JA_REGISTADA,o atlas ja tem ficha para este endereco,docs/fontes/ATLAS-DE-FONTES-EAME.md,IT-T10-012,PROMOVIDA,
Valagro,ORGANIZACAO,IT,https://www.valagro.com/it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dono italiano identificado na pagina; endereco responde HTTP 200; portao 7D = REVIEW (77.8/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Syngenta Biologicals | Syngenta · ancora: titulo da pagina: Syngenta Biologicals | Syngenta,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Biolchim,ORGANIZACAO,IT,https://biolchim.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = REVIEW (78/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Biolchim | Far crescere con successo attraverso una scienza  · feed RSS declarado · ancora: titulo da pagina: Biolchim | Far crescere con succ,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
CSO Italy — Centro Servizi Ortofrutticoli,ORGANIZACAO,IT,https://www.csoservizi.com/,JA_REGISTADA,o atlas ja tem ficha para este endereco,docs/fontes/ATLAS-DE-FONTES-EAME.md,IT-T10-010,PROMOVIDA,
Cantina Sociale Cooperativa Riunite e CIV,ORGANIZACAO,IT,https://www.riuniteciv.com/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dono italiano identificado na pagina; endereco responde HTTP 200; portao 7D = PASS (74/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Riunite & CIV | Il leader italiano nella produzione di vino · data visivel: 2026-08-05 · feed RSS declarado · ancora: titulo da pagina: Riunite & CIV | Il leader italia,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Caviro,ORGANIZACAO,IT,https://www.caviro.com/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dono italiano identificado na pagina; endereco responde HTTP 200; portao 7D = PASS (70/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Gruppo Caviro: il vigneto più grande d&#039;Italia · data visivel: 2024-10-28 · ancora: titulo da pagina: Gruppo Caviro: il vigneto più gr,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Cifo,ORGANIZACAO,IT,https://www.cifo.it/,JA_REGISTADA,o atlas ja tem ficha para este endereco,docs/fontes/ATLAS-DE-FONTES-EAME.md,IT-T9-009,PROMOVIDA,
Conserve Italia,ORGANIZACAO,IT,https://www.conserveitalia.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = PASS (64/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Conserve Italia | Leader in Europa nel settore delle conserv · data visivel: 2022-01-02 · ancora: titulo da pagina: Conserve Italia | Leader in Euro,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Consorzio del Parmigiano Reggiano,ORGANIZACAO,IT,https://www.parmigianoreggiano.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_DOMAIN; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = REVIEW (74.40000000000001/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Homepage · ancora: titulo da pagina: Homepage,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Consorzio di Bonifica della Romagna,ORGANIZACAO,IT,https://www.bonificaromagna.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = PASS (73/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Home - Consorzio di Bonifica della Romagna · data visivel: 2026-04-28 · ancora: titulo da pagina: Home - Consorzio di Bonifica del,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Consorzio di Tutela dell'Aceto Balsamico di Modena,ORGANIZACAO,IT,https://www.consorziobalsamico.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = PASS (73/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Consorzio Tutela Aceto Balsamico di Modena · data visivel: 2021-09-23 · feed RSS declarado · ancora: titulo da pagina: Consorzio Tutela Aceto Balsamico,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Fieravicola,ORGANIZACAO,IT,https://www.fieravicola.com/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dono italiano identificado na pagina; endereco responde HTTP 200; portao 7D = PASS (71.09999999999999/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: FierAvicola 2025: 6-7-8 Maggio 2025 Rimini · ancora: titulo da pagina: FierAvicola 2025: 6-7-8 Maggio 2,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Granarolo,ORGANIZACAO,IT,https://www.granarolo.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = PASS (71.09999999999999/100). Falta o degrau que o atlas exige para virar ficha.","HTTP 200 · titulo: Granarolo - Latte, Yogurt, Formaggi, Panna e Ricette | Grana · ancora: titulo da pagina: Granarolo - Latte, Yogurt, Forma",,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Macfrut,ORGANIZACAO,IT,https://www.macfrut.com/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dono italiano identificado na pagina; endereco responde HTTP 200; portao 7D = PASS (71.09999999999999/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Macfrut 2027: 20-21-22 Aprile 2027 · ancora: titulo da pagina: Macfrut 2027: 20-21-22 Aprile 20,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Nomisma,ORGANIZACAO,IT,https://www.nomisma.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = PASS (60/100). Falta o degrau que o atlas exige para virar ficha.","HTTP 200 · titulo: Nomisma | Ricerca, Consulenza e Advisory Strategico · feed RSS declarado · ancora: titulo da pagina: Nomisma | Ricerca, Consulenza e ",,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
